sample_id	mlst_st	mlst_scheme	srr_accession	host_category	country	serovar	species
SRR10125271	-	ecoli	SRR10125271	Cattle	USA	:H12	Escherichia coli
SRR10139655	-	ecoli	SRR10139655	Unknown	USA		Escherichia coli
SRR10139656	58	ecoli	SRR10139656	Unknown	USA		Escherichia coli
SRR10139808	3580	ecoli	SRR10139808	Unknown	USA		Escherichia coli
SRR10139813	58	ecoli	SRR10139813	Unknown	USA		Escherichia coli
SRR10139817	744	ecoli	SRR10139817	Unknown	USA		Escherichia coli
SRR10139819	1001	ecoli	SRR10139819	Unknown	USA		Escherichia coli
SRR10139820	5853	ecoli	SRR10139820	Unknown	USA		Escherichia coli
SRR10139838	2606	ecoli	SRR10139838	Unknown	USA		Escherichia coli
SRR10139839	189	ecoli	SRR10139839	Unknown	USA		Escherichia coli
SRR10140394	58	ecoli	SRR10140394	Unknown	USA		Escherichia coli
SRR10140403	135	ecoli	SRR10140403	Unknown	USA		Escherichia coli
SRR10140404	58	ecoli	SRR10140404	Unknown	USA		Escherichia coli
SRR10140579	23	ecoli	SRR10140579	Unknown	USA		Escherichia coli
SRR10141125	162	ecoli	SRR10141125	Unknown	USA		Escherichia coli
SRR10141237	1071	ecoli	SRR10141237	Unknown	USA		Escherichia coli
SRR10152556	1148	ecoli	SRR10152556	Turkey	USA		Escherichia coli
SRR10152557	101	ecoli	SRR10152557	Swine	USA		Escherichia coli
SRR10152560	155	ecoli	SRR10152560	Poultry	USA		Escherichia coli
SRR10152561	58	ecoli	SRR10152561	Turkey	USA		Escherichia coli
SRR10152562	23	ecoli	SRR10152562	Turkey	USA		Escherichia coli
SRR10152564	-	ecoli	SRR10152564	Cattle	USA		Escherichia coli
SRR10165141	131	ecoli	SRR10165141	Unknown	USA		Escherichia coli
SRR10165153	641	ecoli	SRR10165153	Unknown	USA		Escherichia coli
SRR10165180	399	ecoli	SRR10165180	Unknown	USA		Escherichia coli
SRR10165347	4995	ecoli	SRR10165347	Unknown	USA		Escherichia coli
SRR10166150	2531	ecoli	SRR10166150	Unknown	USA		Escherichia coli
SRR10166208	1139	ecoli	SRR10166208	Unknown	USA		Escherichia coli
SRR10185956	101	ecoli	SRR10185956	Unknown	USA		Escherichia coli
SRR10186366	-	ecoli	SRR10186366	Unknown	USA		Escherichia coli
SRR10186367	7284	ecoli	SRR10186367	Unknown	USA		Escherichia coli
SRR10186368	117	ecoli	SRR10186368	Unknown	USA		Escherichia coli
SRR10186369	10	ecoli	SRR10186369	Unknown	USA		Escherichia coli
SRR10186409	58	ecoli	SRR10186409	Unknown	USA		Escherichia coli
SRR10186442	10	ecoli	SRR10186442	Unknown	USA		Escherichia coli
SRR10186443	5308	ecoli	SRR10186443	Unknown	USA		Escherichia coli
SRR10186576	1079	ecoli	SRR10186576	Unknown	USA		Escherichia coli
SRR10194275	442	ecoli	SRR10194275	Swine	USA		Escherichia coli
SRR10194276	155	ecoli	SRR10194276	Turkey	USA		Escherichia coli
SRR10194281	602	ecoli	SRR10194281	Poultry	USA		Escherichia coli
SRR10194284	155	ecoli	SRR10194284	Turkey	USA		Escherichia coli
SRR10194285	69	ecoli	SRR10194285	Turkey	USA		Escherichia coli
SRR10194299	2175	ecoli	SRR10194299	Turkey	USA		Escherichia coli
SRR10194300	973	ecoli	SRR10194300	Swine	USA		Escherichia coli
SRR10231117	602	ecoli	SRR10231117	Cattle	USA		Escherichia coli
SRR10231121	12	ecoli	SRR10231121	Turkey	USA		Escherichia coli
SRR10231122	164	ecoli	SRR10231122	Unknown	USA		Escherichia coli
SRR10231123	3580	ecoli	SRR10231123	Poultry	USA		Escherichia coli
SRR10231124	399	ecoli	SRR10231124	Cattle	USA		Escherichia coli
SRR10231127	2040	ecoli	SRR10231127	Cattle	USA		Escherichia coli
SRR10231128	162	ecoli	SRR10231128	Cattle	USA		Escherichia coli
SRR10231129	607	ecoli	SRR10231129	Swine	USA		Escherichia coli
SRR10231130	2521	ecoli	SRR10231130	Cattle	USA		Escherichia coli
SRR10231131	-	ecoli	SRR10231131	Cattle	USA		Escherichia coli
SRR10231132	1308	ecoli	SRR10231132	Cattle	USA		Escherichia coli
SRR10231133	1434	ecoli	SRR10231133	Cattle	USA		Escherichia coli
SRR10231134	1316	ecoli	SRR10231134	Cattle	USA		Escherichia coli
SRR10231136	1618	ecoli	SRR10231136	Turkey	USA		Escherichia coli
SRR10231137	607	ecoli	SRR10231137	Cattle	USA		Escherichia coli
SRR10231138	428	ecoli	SRR10231138	Turkey	USA		Escherichia coli
SRR10231201	1123	ecoli	SRR10231201	Cattle	USA		Escherichia coli
SRR10231203	117	ecoli	SRR10231203	Turkey	USA		Escherichia coli
SRR10231204	117	ecoli	SRR10231204	Turkey	USA		Escherichia coli
SRR10231205	131	ecoli	SRR10231205	Swine	USA		Escherichia coli
SRR10231206	2079	ecoli	SRR10231206	Turkey	USA		Escherichia coli
SRR10231207	155	ecoli	SRR10231207	Turkey	USA		Escherichia coli
SRR10231208	345	ecoli	SRR10231208	Swine	USA		Escherichia coli
SRR10231209	1307	ecoli	SRR10231209	Swine	USA		Escherichia coli
SRR10231210	1079	ecoli	SRR10231210	Swine	USA		Escherichia coli
SRR10231211	352	ecoli	SRR10231211	Turkey	USA		Escherichia coli
SRR10231212	399	ecoli	SRR10231212	Poultry	USA		Escherichia coli
SRR10231213	428	ecoli	SRR10231213	Poultry	USA		Escherichia coli
SRR10231891	-	ecoli	SRR10231891	Turkey	USA		Escherichia coli
SRR10231894	17	ecoli	SRR10231894	Swine	USA		Escherichia coli
SRR10231895	616	ecoli	SRR10231895	Swine	USA		Escherichia coli
SRR10233297	1421	ecoli	SRR10233297	Turkey	USA		Escherichia coli
SRR10236754	-	ecoli	SRR10236754	Cattle	USA		Escherichia coli
SRR10236755	101	ecoli	SRR10236755	Swine	USA		Escherichia coli
SRR10236756	10	ecoli	SRR10236756	Cattle	USA		Escherichia coli
SRR10236757	46	ecoli	SRR10236757	Turkey	USA		Escherichia coli
SRR10236758	117	ecoli	SRR10236758	Turkey	USA		Escherichia coli
SRR10236759	162	ecoli	SRR10236759	Turkey	USA		Escherichia coli
SRR10236761	409	ecoli	SRR10236761	Swine	USA		Escherichia coli
SRR10247462	2073	ecoli	SRR10247462	Cattle	USA		Escherichia coli
SRR10247470	1716	ecoli	SRR10247470	Turkey	USA		Escherichia coli
SRR10247471	164	ecoli	SRR10247471	Cattle	USA		Escherichia coli
SRR10247475	58	ecoli	SRR10247475	Cattle	USA		Escherichia coli
SRR10247495	847	ecoli	SRR10247495	Cattle	USA		Escherichia coli
SRR10247548	162	ecoli	SRR10247548	Poultry	USA		Escherichia coli
SRR10258334	1844	ecoli	SRR10258334	Poultry	USA		Escherichia coli
SRR10258390	117	ecoli	SRR10258390	Poultry	USA		Escherichia coli
SRR10258391	155	ecoli	SRR10258391	Poultry	USA		Escherichia coli
SRR10258879	58	ecoli	SRR10258879	Cattle	USA	:H21	Escherichia coli
SRR10258881	-	ecoli	SRR10258881	Cattle	USA	:H27/H47	Escherichia coli
SRR10258882	-	ecoli	SRR10258882	Cattle	USA	:H2	Escherichia coli
SRR10267804	399	ecoli	SRR10267804	Cattle	USA		Escherichia coli
SRR10267805	297	ecoli	SRR10267805	Swine	USA		Escherichia coli
SRR10267806	3721	ecoli	SRR10267806	Swine	USA		Escherichia coli
SRR10267807	70	ecoli	SRR10267807	Swine	USA		Escherichia coli
SRR10267809	770	ecoli	SRR10267809	Poultry	USA		Escherichia coli
SRR10267810	58	ecoli	SRR10267810	Turkey	USA		Escherichia coli
SRR10267811	-	ecoli	SRR10267811	Swine	USA		Escherichia coli
SRR10267812	6949	ecoli	SRR10267812	Turkey	USA		Escherichia coli
SRR10267813	1844	ecoli	SRR10267813	Turkey	USA		Escherichia coli
SRR10267814	1406	ecoli	SRR10267814	Swine	USA		Escherichia coli
SRR10267815	-	ecoli	SRR10267815	Turkey	USA		Escherichia coli
SRR10267816	101	ecoli	SRR10267816	Swine	USA		Escherichia coli
SRR10267817	399	ecoli	SRR10267817	Cattle	USA		Escherichia coli
SRR10267821	-	ecoli	SRR10267821	Turkey	USA		Escherichia coli
SRR10267823	1304	ecoli	SRR10267823	Poultry	USA		Escherichia coli
SRR10276320	73	ecoli	SRR10276320	Swine	USA		Escherichia coli
SRR10294181	351	ecoli	SRR10294181	Cattle	USA	O18:H7	Escherichia coli
SRR10294224	501	ecoli	SRR10294224	Poultry	USA	O17/O44/O77:H1	Escherichia coli
SRR10294226	10	ecoli	SRR10294226	Cattle	USA	:H27/H54	Escherichia coli
SRR10298212	1304	ecoli	SRR10298212	Unknown	USA		Escherichia coli
SRR10298225	58	ecoli	SRR10298225	Unknown	USA		Escherichia coli
SRR10298226	58	ecoli	SRR10298226	Unknown	USA		Escherichia coli
SRR10298232	401	ecoli	SRR10298232	Unknown	USA		Escherichia coli
SRR10298268	10	ecoli	SRR10298268	Unknown	USA		Escherichia coli
SRR10298272	2040	ecoli	SRR10298272	Unknown	USA		Escherichia coli
SRR10301546	117	ecoli	SRR10301546	Unknown	USA		Escherichia coli
SRR10301566	401	ecoli	SRR10301566	Poultry	USA		Escherichia coli
SRR10301574	101	ecoli	SRR10301574	Swine	USA		Escherichia coli
SRR10302130	1618	ecoli	SRR10302130	Turkey	USA		Escherichia coli
SRR10302147	847	ecoli	SRR10302147	Turkey	USA		Escherichia coli
SRR10302646	10	ecoli	SRR10302646	Turkey	USA		Escherichia coli
SRR10302647	117	ecoli	SRR10302647	Swine	USA		Escherichia coli
SRR10302651	38	ecoli	SRR10302651	Poultry	USA		Escherichia coli
SRR10302652	5579	ecoli	SRR10302652	Swine	USA		Escherichia coli
SRR10302653	86	ecoli	SRR10302653	Cattle	USA		Escherichia coli
SRR10302654	-	ecoli	SRR10302654	Turkey	USA		Escherichia coli
SRR10302655	10	ecoli	SRR10302655	Poultry	USA	:H32	Escherichia coli
SRR10302656	1726	ecoli	SRR10302656	Cattle	USA	O8:H21	Escherichia coli
SRR10313611	23	ecoli	SRR10313611	Cattle	USA		Escherichia coli
SRR10313614	4138	ecoli	SRR10313614	Turkey	USA		Escherichia coli
SRR10313615	101	ecoli	SRR10313615	Swine	USA		Escherichia coli
SRR10325493	906	ecoli	SRR10325493	Cattle	USA		Escherichia coli
SRR10325501	355	ecoli	SRR10325501	Turkey	USA		Escherichia coli
SRR10325508	5474	ecoli	SRR10325508	Cattle	USA		Escherichia coli
SRR10325510	6949	ecoli	SRR10325510	Turkey	USA		Escherichia coli
SRR10325512	602	ecoli	SRR10325512	Cattle	USA		Escherichia coli
SRR10326104	10	ecoli	SRR10326104	Turkey	USA		Escherichia coli
SRR10337435	607	ecoli	SRR10337435	Swine	USA	O13:H30	Escherichia coli
SRR10340860	131	ecoli	SRR10340860	Turkey	USA		Escherichia coli
SRR10340892	1291	ecoli	SRR10340892	Turkey	USA		Escherichia coli
SRR10340893	720	ecoli	SRR10340893	Poultry	USA		Escherichia coli
SRR10340894	3580	ecoli	SRR10340894	Turkey	USA		Escherichia coli
SRR10340895	23	ecoli	SRR10340895	Turkey	USA		Escherichia coli
SRR10340896	5135	ecoli	SRR10340896	Poultry	USA		Escherichia coli
SRR10340897	871	ecoli	SRR10340897	Swine	USA		Escherichia coli
SRR10340898	192	ecoli	SRR10340898	Turkey	USA		Escherichia coli
SRR10357242	5308	ecoli	SRR10357242	Unknown	USA		Escherichia coli
SRR10357347	616	ecoli	SRR10357347	Unknown	USA		Escherichia coli
SRR10357363	101	ecoli	SRR10357363	Unknown	USA		Escherichia coli
SRR10357431	428	ecoli	SRR10357431	Unknown	USA		Escherichia coli
SRR10357494	-	ecoli	SRR10357494	Unknown	USA		Escherichia coli
SRR10357495	401	ecoli	SRR10357495	Unknown	USA		Escherichia coli
SRR10357512	1079	ecoli	SRR10357512	Unknown	USA		Escherichia coli
SRR10357552	278	ecoli	SRR10357552	Unknown	USA		Escherichia coli
SRR10357560	10	ecoli	SRR10357560	Unknown	USA		Escherichia coli
SRR10357561	1079	ecoli	SRR10357561	Unknown	USA		Escherichia coli
SRR10357563	58	ecoli	SRR10357563	Unknown	USA		Escherichia coli
SRR10357570	-	ecoli	SRR10357570	Unknown	USA		Escherichia coli
SRR10357575	69	ecoli	SRR10357575	Unknown	USA		Escherichia coli
SRR10360399	2705	ecoli	SRR10360399	Poultry	USA		Escherichia coli
SRR10360400	162	ecoli	SRR10360400	Cattle	USA		Escherichia coli
SRR10360401	2556	ecoli	SRR10360401	Turkey	USA		Escherichia coli
SRR10360402	38	ecoli	SRR10360402	Turkey	USA		Escherichia coli
SRR10360405	2175	ecoli	SRR10360405	Turkey	USA		Escherichia coli
SRR10360406	5451	ecoli	SRR10360406	Turkey	USA		Escherichia coli
SRR10360407	10	ecoli	SRR10360407	Swine	USA		Escherichia coli
SRR10360408	155	ecoli	SRR10360408	Cattle	USA		Escherichia coli
SRR10360409	399	ecoli	SRR10360409	Cattle	USA		Escherichia coli
SRR10375100	706	ecoli	SRR10375100	Turkey	USA		Escherichia coli
SRR10375101	5579	ecoli	SRR10375101	Swine	USA		Escherichia coli
SRR10375102	765	ecoli	SRR10375102	Cattle	USA		Escherichia coli
SRR10375679	47	ecoli	SRR10375679	Turkey	USA		Escherichia coli
SRR10375680	155	ecoli	SRR10375680	Poultry	USA		Escherichia coli
SRR10375681	212	ecoli	SRR10375681	Poultry	USA		Escherichia coli
SRR10375682	345	ecoli	SRR10375682	Poultry	USA		Escherichia coli
SRR10380836	399	ecoli	SRR10380836	Cattle	USA		Escherichia coli
SRR10380841	115	ecoli	SRR10380841	Poultry	USA		Escherichia coli
SRR10380846	1844	ecoli	SRR10380846	Turkey	USA		Escherichia coli
SRR10380849	162	ecoli	SRR10380849	Swine	USA		Escherichia coli
SRR10380934	1730	ecoli	SRR10380934	Poultry	USA		Escherichia coli
SRR10380935	399	ecoli	SRR10380935	Cattle	USA		Escherichia coli
SRR10380975	127	ecoli	SRR10380975	Swine	USA		Escherichia coli
SRR10380976	162	ecoli	SRR10380976	Turkey	USA		Escherichia coli
SRR10380977	681	ecoli	SRR10380977	Turkey	USA		Escherichia coli
SRR10380978	635	ecoli	SRR10380978	Swine	USA		Escherichia coli
SRR10383450	131	ecoli	SRR10383450	Human clinical	USA		Escherichia coli
SRR10383453	131	ecoli	SRR10383453	Human clinical	USA		Escherichia coli
SRR10383454	131	ecoli	SRR10383454	Human clinical	USA		Escherichia coli
SRR10383456	95	ecoli	SRR10383456	Human clinical	USA		Escherichia coli
SRR10383459	-	ecoli	SRR10383459	Human clinical	USA		Escherichia coli
SRR10383460	131	ecoli	SRR10383460	Human clinical	USA		Escherichia coli
SRR10383461	-	ecoli	SRR10383461	Human clinical	USA		Escherichia coli
SRR10383462	420	ecoli	SRR10383462	Human clinical	USA		Escherichia coli
SRR10383465	1193	ecoli	SRR10383465	Human clinical	USA		Escherichia coli
SRR10383466	131	ecoli	SRR10383466	Human clinical	USA		Escherichia coli
SRR10393517	115	ecoli	SRR10393517	Unknown	USA		Escherichia coli
SRR10436923	135	ecoli	SRR10436923	Turkey	USA		Escherichia coli
SRR10436924	355	ecoli	SRR10436924	Turkey	USA		Escherichia coli
SRR10436925	2792	ecoli	SRR10436925	Cattle	USA		Escherichia coli
SRR10436928	209	ecoli	SRR10436928	Turkey	USA		Escherichia coli
SRR10436929	56	ecoli	SRR10436929	Swine	USA		Escherichia coli
SRR10436930	1139	ecoli	SRR10436930	Swine	USA		Escherichia coli
SRR10436932	1079	ecoli	SRR10436932	Swine	USA		Escherichia coli
SRR10437364	58	ecoli	SRR10437364	Turkey	USA		Escherichia coli
SRR10437473	1236	ecoli	SRR10437473	Turkey	USA		Escherichia coli
SRR10437474	635	ecoli	SRR10437474	Cattle	USA		Escherichia coli
SRR10437475	635	ecoli	SRR10437475	Cattle	USA		Escherichia coli
SRR10437476	67	ecoli	SRR10437476	Cattle	USA		Escherichia coli
SRR10437492	1141	ecoli	SRR10437492	Swine	USA		Escherichia coli
SRR10437493	3580	ecoli	SRR10437493	Turkey	USA		Escherichia coli
SRR10437494	10	ecoli	SRR10437494	Turkey	USA		Escherichia coli
SRR10437495	38	ecoli	SRR10437495	Cattle	USA		Escherichia coli
SRR10437496	641	ecoli	SRR10437496	Swine	USA		Escherichia coli
SRR10437497	-	ecoli	SRR10437497	Turkey	USA		Escherichia coli
SRR10437499	2520	ecoli	SRR10437499	Cattle	USA		Escherichia coli
SRR10442100	906	ecoli	SRR10442100	Unknown	USA		Escherichia coli
SRR10442143	-	ecoli	SRR10442143	Turkey	USA		Escherichia coli
SRR10442146	1463	ecoli	SRR10442146	Unknown	USA		Escherichia coli
SRR10442150	428	ecoli	SRR10442150	Unknown	USA		Escherichia coli
SRR10442162	1463	ecoli	SRR10442162	Cattle	USA		Escherichia coli
SRR10460978	10	ecoli	SRR10460978	Turkey	USA		Escherichia coli
SRR10460979	10	ecoli	SRR10460979	Turkey	USA		Escherichia coli
SRR10460980	1147	ecoli	SRR10460980	Swine	USA		Escherichia coli
SRR10460981	131	ecoli	SRR10460981	Turkey	USA		Escherichia coli
SRR10460982	164	ecoli	SRR10460982	Cattle	USA		Escherichia coli
SRR10460983	155	ecoli	SRR10460983	Turkey	USA		Escherichia coli
SRR10460984	278	ecoli	SRR10460984	Cattle	USA		Escherichia coli
SRR10479199	3580	ecoli	SRR10479199	Turkey	USA		Escherichia coli
SRR10479200	58	ecoli	SRR10479200	Turkey	USA		Escherichia coli
SRR10479202	10	ecoli	SRR10479202	Poultry	USA		Escherichia coli
SRR10482417	5285	ecoli	SRR10482417	Cattle	USA		Escherichia coli
SRR10482419	607	ecoli	SRR10482419	Cattle	USA		Escherichia coli
SRR10482422	164	ecoli	SRR10482422	Cattle	USA		Escherichia coli
SRR10482423	-	ecoli	SRR10482423	Poultry	USA		Escherichia coli
SRR10482424	10	ecoli	SRR10482424	Turkey	USA		Escherichia coli
SRR10482427	115	ecoli	SRR10482427	Poultry	USA		Escherichia coli
SRR10484687	117	ecoli	SRR10484687	Unknown	USA		Escherichia coli
SRR10501688	1385	ecoli	SRR10501688	Unknown	USA		Escherichia coli
SRR10501690	131	ecoli	SRR10501690	Unknown	USA		Escherichia coli
SRR10501701	399	ecoli	SRR10501701	Unknown	USA		Escherichia coli
SRR10501703	58	ecoli	SRR10501703	Unknown	USA		Escherichia coli
SRR10501706	641	ecoli	SRR10501706	Unknown	USA		Escherichia coli
SRR10501709	-	ecoli	SRR10501709	Unknown	USA		Escherichia coli
SRR10501710	949	ecoli	SRR10501710	Unknown	USA		Escherichia coli
SRR10501713	48	ecoli	SRR10501713	Unknown	USA		Escherichia coli
SRR10501738	117	ecoli	SRR10501738	Unknown	USA		Escherichia coli
SRR10502042	361	ecoli	SRR10502042	Unknown	USA		Escherichia coli
SRR10502043	1844	ecoli	SRR10502043	Unknown	USA		Escherichia coli
SRR10502047	155	ecoli	SRR10502047	Unknown	USA		Escherichia coli
SRR10502048	5853	ecoli	SRR10502048	Unknown	USA		Escherichia coli
SRR10502058	58	ecoli	SRR10502058	Unknown	USA		Escherichia coli
SRR10502073	10	ecoli	SRR10502073	Unknown	USA		Escherichia coli
SRR10502075	155	ecoli	SRR10502075	Unknown	USA		Escherichia coli
SRR10502079	115	ecoli	SRR10502079	Unknown	USA		Escherichia coli
SRR10502089	2175	ecoli	SRR10502089	Unknown	USA		Escherichia coli
SRR10502139	7804	ecoli	SRR10502139	Unknown	USA		Escherichia coli
SRR10502193	-	ecoli	SRR10502193	Unknown	USA		Escherichia coli
SRR10513396	441	ecoli	SRR10513396	Cattle	USA		Escherichia coli
SRR10513405	366	ecoli	SRR10513405	Poultry	USA		Escherichia coli
SRR10513423	141	ecoli	SRR10513423	Turkey	USA		Escherichia coli
SRR10513433	-	ecoli	SRR10513433	Turkey	USA		Escherichia coli
SRR10541928	1146	ecoli	SRR10541928	Cattle	USA		Escherichia coli
SRR10541929	5378	ecoli	SRR10541929	Poultry	USA		Escherichia coli
SRR10541934	1434	ecoli	SRR10541934	Swine	USA		Escherichia coli
SRR10541935	428	ecoli	SRR10541935	Turkey	USA		Escherichia coli
SRR10541939	3580	ecoli	SRR10541939	Turkey	USA		Escherichia coli
SRR10541940	1510	ecoli	SRR10541940	Cattle	USA		Escherichia coli
SRR10541941	86	ecoli	SRR10541941	Cattle	USA		Escherichia coli
SRR10559661	101	ecoli	SRR10559661	Unknown	USA		Escherichia coli
SRR10569303	355	ecoli	SRR10569303	Turkey	USA	O2/O50:H5	Escherichia coli
SRR10569304	2079	ecoli	SRR10569304	Turkey	USA	O8:H19	Escherichia coli
SRR10569353	33	ecoli	SRR10569353	Cattle	USA	O91:H14	Escherichia coli
SRR10569355	2079	ecoli	SRR10569355	Turkey	USA		Escherichia coli
SRR10569358	164	ecoli	SRR10569358	Cattle	USA	:H8	Escherichia coli
SRR10569361	949	ecoli	SRR10569361	Poultry	USA	O29:H34	Escherichia coli
SRR10579902	607	ecoli	SRR10579902	Swine	USA		Escherichia coli
SRR10579903	218	ecoli	SRR10579903	Swine	USA		Escherichia coli
SRR10579904	3202	ecoli	SRR10579904	Swine	USA		Escherichia coli
SRR10579905	278	ecoli	SRR10579905	Cattle	USA		Escherichia coli
SRR10579906	7618	ecoli	SRR10579906	Poultry	USA		Escherichia coli
SRR10579907	6032	ecoli	SRR10579907	Turkey	USA		Escherichia coli
SRR10579908	428	ecoli	SRR10579908	Turkey	USA		Escherichia coli
SRR10579909	648	ecoli	SRR10579909	Poultry	USA		Escherichia coli
SRR10579910	4980	ecoli	SRR10579910	Poultry	USA		Escherichia coli
SRR10579911	616	ecoli	SRR10579911	Turkey	USA		Escherichia coli
SRR10579912	409	ecoli	SRR10579912	Swine	USA		Escherichia coli
SRR10579913	297	ecoli	SRR10579913	Cattle	USA		Escherichia coli
SRR10579914	635	ecoli	SRR10579914	Cattle	USA		Escherichia coli
SRR10579915	58	ecoli	SRR10579915	Turkey	USA		Escherichia coli
SRR10579916	58	ecoli	SRR10579916	Turkey	USA		Escherichia coli
SRR10579917	2271	ecoli	SRR10579917	Turkey	USA		Escherichia coli
SRR10579918	95	ecoli	SRR10579918	Turkey	USA		Escherichia coli
SRR10579919	1594	ecoli	SRR10579919	Poultry	USA		Escherichia coli
SRR10579920	602	ecoli	SRR10579920	Poultry	USA		Escherichia coli
SRR10579921	2792	ecoli	SRR10579921	Poultry	USA		Escherichia coli
SRR10579922	1236	ecoli	SRR10579922	Turkey	USA		Escherichia coli
SRR10579923	117	ecoli	SRR10579923	Turkey	USA		Escherichia coli
SRR10579924	2171	ecoli	SRR10579924	Poultry	USA		Escherichia coli
SRR10579925	10	ecoli	SRR10579925	Swine	USA		Escherichia coli
SRR10579926	-	ecoli	SRR10579926	Cattle	USA		Escherichia coli
SRR10579928	10	ecoli	SRR10579928	Cattle	USA		Escherichia coli
SRR10579929	196	ecoli	SRR10579929	Cattle	USA		Escherichia coli
SRR10579930	681	ecoli	SRR10579930	Turkey	USA		Escherichia coli
SRR10579931	1844	ecoli	SRR10579931	Poultry	USA		Escherichia coli
SRR10579932	212	ecoli	SRR10579932	Turkey	USA		Escherichia coli
SRR10579933	-	ecoli	SRR10579933	Turkey	USA		Escherichia coli
SRR10579934	38	ecoli	SRR10579934	Poultry	USA		Escherichia coli
SRR10579935	399	ecoli	SRR10579935	Swine	USA		Escherichia coli
SRR10579936	101	ecoli	SRR10579936	Swine	USA		Escherichia coli
SRR10579937	538	ecoli	SRR10579937	Turkey	USA		Escherichia coli
SRR10579938	117	ecoli	SRR10579938	Poultry	USA		Escherichia coli
SRR10579939	429	ecoli	SRR10579939	Turkey	USA		Escherichia coli
SRR10579940	131	ecoli	SRR10579940	Turkey	USA		Escherichia coli
SRR10579941	131	ecoli	SRR10579941	Poultry	USA		Escherichia coli
SRR10579942	12	ecoli	SRR10579942	Swine	USA		Escherichia coli
SRR10579943	69	ecoli	SRR10579943	Turkey	USA		Escherichia coli
SRR10579944	602	ecoli	SRR10579944	Turkey	USA		Escherichia coli
SRR10579945	101	ecoli	SRR10579945	Poultry	USA		Escherichia coli
SRR10579946	1081	ecoli	SRR10579946	Poultry	USA		Escherichia coli
SRR10579947	117	ecoli	SRR10579947	Poultry	USA		Escherichia coli
SRR10579948	23	ecoli	SRR10579948	Poultry	USA		Escherichia coli
SRR10579949	3580	ecoli	SRR10579949	Turkey	USA		Escherichia coli
SRR10579950	10	ecoli	SRR10579950	Turkey	USA		Escherichia coli
SRR10579951	4138	ecoli	SRR10579951	Turkey	USA		Escherichia coli
SRR10579952	58	ecoli	SRR10579952	Poultry	USA		Escherichia coli
SRR10579953	-	ecoli	SRR10579953	Swine	USA		Escherichia coli
SRR10579954	429	ecoli	SRR10579954	Poultry	USA		Escherichia coli
SRR10579955	155	ecoli	SRR10579955	Poultry	USA		Escherichia coli
SRR10579956	1079	ecoli	SRR10579956	Poultry	USA		Escherichia coli
SRR10579957	58	ecoli	SRR10579957	Swine	USA		Escherichia coli
SRR10579958	453	ecoli	SRR10579958	Swine	USA		Escherichia coli
SRR10579959	1011	ecoli	SRR10579959	Swine	USA		Escherichia coli
SRR10579960	348	ecoli	SRR10579960	Cattle	USA		Escherichia coli
SRR10579962	540	ecoli	SRR10579962	Turkey	USA		Escherichia coli
SRR10579963	355	ecoli	SRR10579963	Turkey	USA		Escherichia coli
SRR10579964	567	ecoli	SRR10579964	Swine	USA		Escherichia coli
SRR10579965	135	ecoli	SRR10579965	Poultry	USA		Escherichia coli
SRR10579966	11	ecoli	SRR10579966	Cattle	USA		Escherichia coli
SRR10579967	2766	ecoli	SRR10579967	Cattle	USA		Escherichia coli
SRR10579968	3580	ecoli	SRR10579968	Turkey	USA		Escherichia coli
SRR10579969	847	ecoli	SRR10579969	Turkey	USA		Escherichia coli
SRR10579970	10	ecoli	SRR10579970	Turkey	USA		Escherichia coli
SRR10579971	2175	ecoli	SRR10579971	Turkey	USA		Escherichia coli
SRR10579972	58	ecoli	SRR10579972	Turkey	USA		Escherichia coli
SRR10579973	-	ecoli	SRR10579973	Swine	USA		Escherichia coli
SRR10579974	1434	ecoli	SRR10579974	Swine	USA		Escherichia coli
SRR10579975	1434	ecoli	SRR10579975	Cattle	USA		Escherichia coli
SRR10579976	744	ecoli	SRR10579976	Swine	USA		Escherichia coli
SRR10579977	-	senterica	SRR10579977	Swine	USA		Escherichia coli
SRR10579978	10	ecoli	SRR10579978	Cattle	USA		Escherichia coli
SRR10579979	10	ecoli	SRR10579979	Turkey	USA		Escherichia coli
SRR10579980	-	ecoli	SRR10579980	Turkey	USA		Escherichia coli
SRR10579981	88	ecoli	SRR10579981	Poultry	USA		Escherichia coli
SRR10579982	720	ecoli	SRR10579982	Poultry	USA		Escherichia coli
SRR10579983	10	ecoli	SRR10579983	Swine	USA		Escherichia coli
SRR10579984	101	ecoli	SRR10579984	Swine	USA		Escherichia coli
SRR10579985	86	ecoli	SRR10579985	Cattle	USA		Escherichia coli
SRR10579986	7906	ecoli	SRR10579986	Cattle	USA		Escherichia coli
SRR10579987	1434	ecoli	SRR10579987	Cattle	USA		Escherichia coli
SRR10579988	1434	ecoli	SRR10579988	Cattle	USA		Escherichia coli
SRR10579989	144	ecoli	SRR10579989	Turkey	USA		Escherichia coli
SRR10579990	162	ecoli	SRR10579990	Turkey	USA		Escherichia coli
SRR10579991	58	ecoli	SRR10579991	Turkey	USA		Escherichia coli
SRR10579992	4537	ecoli	SRR10579992	Poultry	USA		Escherichia coli
SRR10579993	209	ecoli	SRR10579993	Poultry	USA		Escherichia coli
SRR10579994	681	ecoli	SRR10579994	Turkey	USA		Escherichia coli
SRR10579995	540	ecoli	SRR10579995	Turkey	USA		Escherichia coli
SRR10579996	10	ecoli	SRR10579996	Turkey	USA		Escherichia coli
